scope,window,detector,threshold_name,threshold,target_remaining_cycle_horizon,positive_count,selected_from_validation,tp,tn,fp,fn,precision,recall,f1,fpr,fnr,pr_auc,roc_auc
validation,1-30,50/50 fusion,fixed 0.80,0.8,135.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.6111111111111112,0.7307692307692308
validation,1-30,50/50 fusion,fixed 0.85,0.85,135.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.6111111111111112,0.7307692307692308
validation,1-30,50/50 fusion,fixed 0.90,0.9,135.8,2,False,1,13,0,1,1.0,0.5,0.6666666666666666,0.0,0.5,0.6111111111111112,0.7307692307692308
validation,1-30,50/50 fusion,fixed 0.95,0.95,135.8,2,False,0,13,0,2,,0.0,,0.0,1.0,0.6111111111111112,0.7307692307692308
validation,1-50,Z-score only,current 85th percentile watchlist,0.8942857142857144,115.8,2,False,0,10,3,2,0.0,0.0,,0.23076923076923078,1.0,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,current 95th percentile high-risk,0.98,115.8,2,False,0,12,1,2,0.0,0.0,,0.07692307692307693,1.0,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.50,0.5,115.8,2,False,1,5,8,1,0.1111111111111111,0.5,0.1818181818181818,0.6153846153846154,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.60,0.6,115.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.65,0.65,115.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.70,0.7,115.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.75,0.75,115.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.80,0.8,115.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.85,0.85,115.8,2,False,0,10,3,2,0.0,0.0,,0.23076923076923078,1.0,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.90,0.9,115.8,2,False,0,10,3,2,0.0,0.0,,0.23076923076923078,1.0,0.20192307692307693,0.46153846153846156
validation,1-50,Z-score only,fixed 0.95,0.95,115.8,2,False,0,11,2,2,0.0,0.0,,0.15384615384615385,1.0,0.20192307692307693,0.46153846153846156
validation,1-50,Isolation Forest only,current 85th percentile watchlist,0.6971428571428571,115.8,2,False,1,11,2,1,0.3333333333333333,0.5,0.4,0.15384615384615385,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,current 95th percentile high-risk,0.9757142857142858,115.8,2,False,0,12,1,2,0.0,0.0,,0.07692307692307693,1.0,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.50,0.5,115.8,2,False,2,6,7,0,0.2222222222222222,1.0,0.3636363636363636,0.5384615384615384,0.0,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.60,0.6,115.8,2,False,2,7,6,0,0.25,1.0,0.4,0.46153846153846156,0.0,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.65,0.65,115.8,2,True,2,10,3,0,0.4,1.0,0.5714285714285715,0.23076923076923078,0.0,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.70,0.7,115.8,2,False,1,11,2,1,0.3333333333333333,0.5,0.4,0.15384615384615385,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.75,0.75,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.80,0.8,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.85,0.85,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.90,0.9,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.8846153846153846
validation,1-50,Isolation Forest only,fixed 0.95,0.95,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.5,0.8846153846153846
validation,1-50,50/50 fusion,current 85th percentile watchlist,0.7821428571428571,115.8,2,False,1,11,2,1,0.3333333333333333,0.5,0.4,0.15384615384615385,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,current 95th percentile high-risk,0.8321428571428571,115.8,2,False,1,13,0,1,1.0,0.5,0.6666666666666666,0.0,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.50,0.5,115.8,2,False,1,6,7,1,0.125,0.5,0.2,0.5384615384615384,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.60,0.6,115.8,2,False,1,8,5,1,0.16666666666666666,0.5,0.25,0.38461538461538464,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.65,0.65,115.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.70,0.7,115.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.75,0.75,115.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.80,0.8,115.8,2,False,1,12,1,1,0.5,0.5,0.5,0.07692307692307693,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.85,0.85,115.8,2,False,1,13,0,1,1.0,0.5,0.6666666666666666,0.0,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.90,0.9,115.8,2,False,1,13,0,1,1.0,0.5,0.6666666666666666,0.0,0.5,0.6,0.6923076923076923
validation,1-50,50/50 fusion,fixed 0.95,0.95,115.8,2,False,0,13,0,2,,0.0,,0.0,1.0,0.6,0.6923076923076923
validation,1-75,Z-score only,current 85th percentile watchlist,0.9142857142857143,90.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,current 95th percentile high-risk,0.927142857142857,90.8,2,False,0,12,1,2,0.0,0.0,,0.07692307692307693,1.0,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.50,0.5,90.8,2,False,2,6,7,0,0.2222222222222222,1.0,0.3636363636363636,0.5384615384615384,0.0,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.60,0.6,90.8,2,False,1,8,5,1,0.16666666666666666,0.5,0.25,0.38461538461538464,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.65,0.65,90.8,2,False,1,8,5,1,0.16666666666666666,0.5,0.25,0.38461538461538464,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.70,0.7,90.8,2,False,1,8,5,1,0.16666666666666666,0.5,0.25,0.38461538461538464,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.75,0.75,90.8,2,False,1,9,4,1,0.2,0.5,0.28571428571428575,0.3076923076923077,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.80,0.8,90.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.85,0.85,90.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.2361111111111111,0.6538461538461539
validation,1-75,Z-score only,fixed 0.90,0.9,90.8,2,False,1,10,3,1,0.25,0.5,0.3333333333333333,0.23076923076923078,0.5,0.2361111111111111,0.6538461538461539
